ts,open,high,low,close,volume
1783768260000,64174.9,64177.1,64174.9,64177.0,1.3289
1783768320000,64177.1,64192.6,64177.0,64192.5,13.0988
1783768380000,64192.5,64192.6,64163.6,64163.7,19.9366
1783768440000,64163.7,64192.1,64162.5,64192.1,56.5612
1783768500000,64192.0,64194.7,64166.1,64166.1,17.4838
1783768560000,64166.2,64166.2,64162.8,64162.8,2.9383
1783768620000,64162.8,64162.9,64150.0,64150.0,6.6483
1783768680000,64150.0,64153.7,64150.0,64153.6,6.7821
1783768740000,64153.6,64153.7,64153.6,64153.6,2.7315
1783768800000,64153.7,64153.7,64153.6,64153.6,1.9651
1783768860000,64153.7,64153.7,64153.6,64153.7,0.3665
1783768920000,64153.7,64162.5,64153.6,64162.5,3.9389
1783768980000,64162.5,64162.5,64162.4,64162.4,1.267
1783769040000,64162.5,64169.5,64144.5,64148.0,28.3317
1783769100000,64148.0,64158.8,64148.0,64158.7,4.9178
1783769160000,64158.7,64158.7,64152.4,64152.5,1.3533
1783769220000,64152.4,64152.5,64152.4,64152.5,2.3212
1783769280000,64152.4,64152.5,64152.4,64152.5,0.9744
1783769340000,64152.5,64156.8,64152.4,64156.8,4.5422
1783769400000,64156.7,64156.8,64156.7,64156.7,3.1792
1783769460000,64156.8,64156.8,64148.2,64148.3,5.1988
1783769520000,64148.3,64148.3,64148.2,64148.3,74.8961
1783769580000,64148.2,64148.3,64148.2,64148.3,2.8342
1783769640000,64148.3,64148.3,64147.8,64148.2,7.9995
1783769700000,64148.3,64182.1,64148.3,64182.1,16.5236
1783769760000,64182.1,64194.5,64182.0,64194.5,19.5365
1783769820000,64194.4,64194.5,64161.9,64161.9,16.1585
1783769880000,64162.0,64168.2,64161.9,64168.1,10.9689
1783769940000,64168.2,64168.2,64150.7,64157.6,10.4621
1783770000000,64157.6,64161.5,64157.5,64161.4,2.4523
1783770060000,64161.5,64161.5,64161.5,64161.5,0.2152
