ts,open_interest,oi_volume,datetime_utc
1783654200000,269468425.6858,2671325.0901,2026-07-10 03:30:00+00:00
1783654500000,269299130.2336,1688429.9931,2026-07-10 03:35:00+00:00
1783654800000,269273415.3396,1135384.9417,2026-07-10 03:40:00+00:00
1783655100000,269194796.7645,1810094.6537,2026-07-10 03:45:00+00:00
1783655400000,269204624.5705,2066155.7513,2026-07-10 03:50:00+00:00
1783655700000,268904323.9985,1838732.3655,2026-07-10 03:55:00+00:00
1783656000000,269166790.1145,1920813.9949,2026-07-10 04:00:00+00:00
1783656300000,268082208.9343,4551157.3534,2026-07-10 04:05:00+00:00
1783656600000,268722776.7826,1370602.091,2026-07-10 04:10:00+00:00
1783656900000,268630773.2408,831879.4794,2026-07-10 04:15:00+00:00
1783657200000,268677596.0875,586318.3443,2026-07-10 04:20:00+00:00
1783657500000,268520325.6886,1906498.0345,2026-07-10 04:25:00+00:00
1783657800000,268497619.8839,921052.9593,2026-07-10 04:30:00+00:00
1783658100000,268056621.4503,1972138.4107,2026-07-10 04:35:00+00:00
1783658400000,268176307.3941,1502233.9939,2026-07-10 04:40:00+00:00
1783658700000,268929400.1014,1861613.821,2026-07-10 04:45:00+00:00
1783659000000,269260470.4254,1024871.5313,2026-07-10 04:50:00+00:00
1783659300000,269457887.141,1905336.1803,2026-07-10 04:55:00+00:00
1783659600000,269302216.3131,782796.3095,2026-07-10 05:00:00+00:00
1783659900000,269373675.6694,1724620.9091,2026-07-10 05:05:00+00:00
1783660200000,269508882.4123,1438353.2392,2026-07-10 05:10:00+00:00
1783660500000,269357709.1208,1379737.1444,2026-07-10 05:15:00+00:00
1783660800000,269517754.0996,2093783.5523,2026-07-10 05:20:00+00:00
1783661100000,269855832.702,1934976.9943,2026-07-10 05:25:00+00:00
1783661400000,269882069.5102,932448.7972,2026-07-10 05:30:00+00:00
1783661700000,268821821.6998,6798651.7633,2026-07-10 05:35:00+00:00
1783662000000,268840166.5884,1629846.0318,2026-07-10 05:40:00+00:00
1783662300000,268722378.3627,1579205.6986,2026-07-10 05:45:00+00:00
1783662600000,268812843.8822,809361.4187,2026-07-10 05:50:00+00:00
1783662900000,268887948.5642,745543.6053,2026-07-10 05:55:00+00:00
1783663200000,268796558.6813,786745.4704,2026-07-10 06:00:00+00:00
1783663500000,268499482.3708,1051571.4538,2026-07-10 06:05:00+00:00
1783663800000,268175204.5655,871603.7169,2026-07-10 06:10:00+00:00
1783664100000,268027070.1386,760219.0664,2026-07-10 06:15:00+00:00
1783664400000,267779414.505,1547812.9767,2026-07-10 06:20:00+00:00
1783664700000,267898861.2624,1059876.108,2026-07-10 06:25:00+00:00
1783665000000,267852229.7755,2255188.1585,2026-07-10 06:30:00+00:00
1783665300000,268044817.6233,1393072.2586,2026-07-10 06:35:00+00:00
1783665600000,267944945.898,1781412.7569,2026-07-10 06:40:00+00:00
1783665900000,268156797.6416,925279.142,2026-07-10 06:45:00+00:00
1783666200000,267885306.4302,810207.1152,2026-07-10 06:50:00+00:00
1783666500000,267953518.5758,925767.6384,2026-07-10 06:55:00+00:00
1783666800000,267854642.2122,993253.3114,2026-07-10 07:00:00+00:00
1783667100000,267949537.214,1576161.8919,2026-07-10 07:05:00+00:00
1783667400000,267894993.4463,821042.4621,2026-07-10 07:10:00+00:00
1783667700000,267959931.6076,1407205.2363,2026-07-10 07:15:00+00:00
1783668000000,267957899.8024,692503.9093,2026-07-10 07:20:00+00:00
1783668300000,268074911.2001,691078.2215,2026-07-10 07:25:00+00:00
1783668600000,268128755.5828,366071.6666,2026-07-10 07:30:00+00:00
1783668900000,268061326.2184,391475.7932,2026-07-10 07:35:00+00:00
1783669200000,267689344.7114,2166568.7412,2026-07-10 07:40:00+00:00
1783669500000,267867218.0997,1132642.623,2026-07-10 07:45:00+00:00
1783669800000,267724327.0806,1346793.6839,2026-07-10 07:50:00+00:00
1783670100000,267823041.5676,941333.4003,2026-07-10 07:55:00+00:00
1783670400000,267823041.5676,1161519.399,2026-07-10 08:00:00+00:00
1783670700000,267606166.1979,1407145.3027,2026-07-10 08:05:00+00:00
1783671000000,267480821.9021,1197455.552,2026-07-10 08:10:00+00:00
1783671300000,267377887.4457,1252204.8493,2026-07-10 08:15:00+00:00
1783671600000,266387757.8214,10183195.1182,2026-07-10 08:20:00+00:00
1783671900000,266438820.215,3044917.983,2026-07-10 08:25:00+00:00
