ts,bid,ask,spread,spread_pct,last,datetime_utc
1783784241266,1816.04,1816.05,0.0099999999999909,0.0005506471480602,1816.04,2026-07-11 15:37:21.266000+00:00
1783784440357,1813.29,1813.3,0.0099999999999909,0.0005514822464072,1813.28,2026-07-11 15:40:40.357000+00:00
1783784827139,1810.08,1810.09,0.0099999999999909,0.0005524602435792,1810.08,2026-07-11 15:47:07.139000+00:00
1783785180776,1810.44,1810.45,0.009999999999990905,0.000552350388992259,1810.44,2026-07-11 15:53:00.776000+00:00
