ts,bid,ask,spread,spread_pct,last,datetime_utc
1783784249467,78.33,78.34,0.0100000000000051,0.012765685836478,78.33,2026-07-11 15:37:29.467000+00:00
1783784460074,78.19,78.2,0.0100000000000051,0.0127885414668522,78.2,2026-07-11 15:41:00.074000+00:00
1783784841267,78.05,78.06,0.0100000000000051,0.0128114790852669,78.06,2026-07-11 15:47:21.267000+00:00
1783785312070,78.28,78.29,0.010000000000005116,0.012773839177371293,78.29,2026-07-11 15:55:12.070000+00:00
