ts,best_bid,best_ask,mid,spread_pct,bid_usd,ask_usd,imbalance,microprice,bids_json,asks_json
1783785212900,1811.49,1811.5,1811.495,0.0005520302291748476,7093360.3211,283393.4346,0.9231658141276513,1811.4997064788868,"[[1811.49, 3661.08], [1811.48, 0.03], [1811.46, 34.93], [1811.45, 10.82], [1811.44, 8.33], [1811.43, 0.04], [1811.42, 112.52], [1811.41, 26.93], [1811.4, 16.35], [1811.39, 44.74]]","[[1811.5, 110.71], [1811.51, 0.06], [1811.52, 0.82], [1811.53, 0.08], [1811.54, 0.61], [1811.55, 40.33], [1811.56, 0.4], [1811.57, 0.08], [1811.58, 1.68], [1811.59, 1.67]]"
1783785216650,1811.0,1811.01,1811.005,0.0005521795908896388,2803923.2644999996,10216249.6427,-0.5692955409294966,1811.001295676856,"[[1811.0, 593.42], [1810.99, 39.2], [1810.98, 0.19], [1810.97, 0.03], [1810.96, 14.9], [1810.95, 800.06], [1810.94, 0.13], [1810.93, 100.05], [1810.92, 0.03], [1810.91, 0.29]]","[[1811.01, 3986.58], [1811.02, 209.01], [1811.03, 121.0], [1811.04, 60.98], [1811.05, 107.25], [1811.06, 222.84], [1811.07, 244.6], [1811.08, 421.53], [1811.09, 132.48], [1811.1, 134.87]]"
1783785219350,1811.0,1811.01,1811.005,0.0005521795908896388,7522610.7288,10625477.9892,-0.17097487832547636,1811.0046091254885,"[[1811.0, 3203.84], [1810.99, 39.21], [1810.98, 0.18], [1810.97, 0.03], [1810.96, 10.06], [1810.95, 800.06], [1810.94, 0.12], [1810.93, 100.05], [1810.92, 0.03], [1810.91, 0.29]]","[[1811.01, 3747.24], [1811.02, 367.41], [1811.03, 121.0], [1811.04, 60.98], [1811.05, 107.25], [1811.06, 755.22], [1811.07, 233.87], [1811.08, 206.76], [1811.09, 132.5], [1811.1, 134.87]]"
1783785222050,1811.28,1811.29,1811.2849999999999,0.0005520942314429206,7170091.1036,3554428.8044999996,0.33713978155508556,1811.2858537566806,"[[1811.28, 2633.09], [1811.26, 0.01], [1811.25, 66.62], [1811.24, 0.03], [1811.23, 0.03], [1811.22, 430.48], [1811.21, 196.96], [1811.2, 425.77], [1811.19, 0.03], [1811.18, 205.61]]","[[1811.29, 1865.03], [1811.3, 10.79], [1811.32, 0.03], [1811.33, 0.03], [1811.34, 0.06], [1811.35, 10.82], [1811.36, 0.1], [1811.37, 8.34], [1811.38, 50.62], [1811.39, 16.55]]"
1783785224800,1811.34,1811.35,1811.3449999999998,0.0005520759435662949,5503013.5489,384568.4970999999,0.8693628406040559,1811.3492827764883,"[[1811.34, 2579.73], [1811.33, 100.87], [1811.32, 4.3], [1811.31, 179.17], [1811.3, 11.28], [1811.29, 17.84], [1811.28, 8.85], [1811.27, 100.04], [1811.26, 8.35], [1811.25, 27.67]]","[[1811.35, 199.32], [1811.36, 0.04], [1811.37, 0.01], [1811.38, 0.03], [1811.39, 0.03], [1811.4, 0.04], [1811.41, 12.69], [1811.42, 0.03], [1811.43, 0.04], [1811.44, 0.08]]"
1783785227550,1811.35,1811.36,1811.355,0.0005520728957046468,3533930.3222000003,9962272.397699999,-0.47630746284075004,1811.3526132733773,"[[1811.35, 1671.4], [1811.33, 0.01], [1811.31, 179.18], [1811.3, 11.28], [1811.29, 77.03], [1811.28, 1.15], [1811.27, 0.03], [1811.26, 0.06], [1811.25, 10.83], [1811.24, 0.03]]","[[1811.36, 4724.41], [1811.37, 5.74], [1811.39, 0.03], [1811.4, 19.11], [1811.41, 0.03], [1811.42, 0.04], [1811.43, 217.58], [1811.44, 0.06], [1811.45, 524.53], [1811.46, 8.32]]"
1783785230250,1811.31,1811.32,1811.315,0.0005520850873531608,2168154.3924,10099301.4307,-0.646519307073061,1811.3116911385748,"[[1811.31, 797.36], [1811.28, 0.05], [1811.27, 0.03], [1811.26, 0.03], [1811.25, 100.05], [1811.24, 0.03], [1811.23, 0.59], [1811.22, 0.04], [1811.21, 91.67], [1811.2, 207.18]]","[[1811.32, 3917.57], [1811.33, 789.33], [1811.35, 130.79], [1811.36, 254.38], [1811.37, 0.04], [1811.38, 0.03], [1811.39, 0.04], [1811.4, 46.51], [1811.41, 0.03], [1811.42, 436.9]]"
1783785233000,1811.0,1811.01,1811.005,0.0005521795908896388,6734923.64,9092456.2733,-0.14895280496293184,1811.0044953006548,"[[1811.0, 2878.35], [1810.99, 39.2], [1810.98, 0.18], [1810.97, 0.03], [1810.96, 0.05], [1810.95, 800.06], [1810.94, 0.11], [1810.93, 0.62], [1810.92, 0.03], [1810.91, 0.29]]","[[1811.01, 3524.67], [1811.02, 375.83], [1811.03, 0.01], [1811.04, 0.05], [1811.05, 50.32], [1811.06, 229.92], [1811.07, 120.07], [1811.08, 303.06], [1811.09, 183.12], [1811.1, 233.56]]"
1783785235800,1811.0,1811.01,1811.005,0.0005521795908896388,10171485.64,749643.1717,0.8627169069012547,1811.0099280268541,"[[1811.0, 3652.67], [1810.99, 39.76], [1810.98, 100.18], [1810.97, 6.73], [1810.96, 913.39], [1810.95, 800.06], [1810.94, 0.12], [1810.93, 103.31], [1810.92, 0.03], [1810.91, 0.3]]","[[1811.01, 26.48], [1811.02, 0.01], [1811.04, 0.04], [1811.06, 0.02], [1811.07, 120.03], [1811.08, 0.07], [1811.09, 135.22], [1811.1, 131.95], [1811.11, 0.06], [1811.12, 0.04]]"
1783785239650,1811.0,1811.01,1811.005,0.0005521795908896388,6546307.9883,10370767.816100001,-0.22607097538720541,1811.004030501501,"[[1811.0, 2774.17], [1810.99, 39.21], [1810.98, 0.18], [1810.97, 0.03], [1810.96, 0.05], [1810.95, 800.06], [1810.94, 0.11], [1810.93, 0.63], [1810.92, 0.03], [1810.91, 0.3]]","[[1811.01, 4108.77], [1811.02, 309.26], [1811.03, 251.79], [1811.04, 91.55], [1811.05, 0.03], [1811.06, 254.9], [1811.07, 280.21], [1811.08, 282.44], [1811.09, 9.99], [1811.1, 137.53]]"
1783785242350,1811.0,1811.01,1811.005,0.0005521795908896388,6137474.7383,9211961.095099999,-0.20029963251873992,1811.0039797982008,"[[1811.0, 2548.42], [1810.99, 39.21], [1810.98, 0.18], [1810.97, 0.03], [1810.96, 0.05], [1810.95, 800.06], [1810.94, 0.11], [1810.93, 0.63], [1810.92, 0.03], [1810.91, 0.3]]","[[1811.01, 3854.97], [1811.02, 286.21], [1811.03, 9.35], [1811.04, 91.55], [1811.05, 0.03], [1811.06, 214.9], [1811.07, 381.11], [1811.08, 107.69], [1811.09, 9.97], [1811.1, 130.83]]"
1783785245050,1810.62,1810.63,1810.625,0.0005522954780928286,4997385.912199999,721120.2329000001,0.7477941914890117,1810.6298585218963,"[[1810.62, 2419.37], [1810.61, 100.01], [1810.6, 19.08], [1810.59, 0.03], [1810.58, 0.05], [1810.57, 56.87], [1810.56, 19.66], [1810.55, 118.89], [1810.54, 25.93], [1810.53, 0.16]]","[[1810.63, 34.72], [1810.64, 0.45], [1810.68, 0.07], [1810.7, 0.03], [1810.71, 0.05], [1810.72, 100.04], [1810.73, 131.9], [1810.74, 120.03], [1810.75, 0.04], [1810.76, 10.92]]"
