tradeId,ts,px,sz,side,datetime_utc
1561460805,1783784246889,78.28,0.07,sell,2026-07-11 15:37:26.889000+00:00
1561460806,1783784246889,78.28,5.01,sell,2026-07-11 15:37:26.889000+00:00
1561460804,1783784246889,78.28,1.22,sell,2026-07-11 15:37:26.889000+00:00
1561460808,1783784246895,78.28,0.26,sell,2026-07-11 15:37:26.895000+00:00
1561460810,1783784246895,78.28,0.07,sell,2026-07-11 15:37:26.895000+00:00
1561460809,1783784246895,78.28,1.46,sell,2026-07-11 15:37:26.895000+00:00
1561460807,1783784246895,78.28,100.29,sell,2026-07-11 15:37:26.895000+00:00
1561460811,1783784247193,78.28,0.21,buy,2026-07-11 15:37:27.193000+00:00
1561460813,1783784247199,78.28,0.01,buy,2026-07-11 15:37:27.199000+00:00
1561460812,1783784247199,78.28,0.01,buy,2026-07-11 15:37:27.199000+00:00
1561460817,1783784247201,78.28,0.07,buy,2026-07-11 15:37:27.201000+00:00
1561460816,1783784247201,78.28,1.23,buy,2026-07-11 15:37:27.201000+00:00
1561460815,1783784247201,78.28,1.93,buy,2026-07-11 15:37:27.201000+00:00
1561460814,1783784247201,78.28,3.2,buy,2026-07-11 15:37:27.201000+00:00
1561460822,1783784247201,78.28,39.28,buy,2026-07-11 15:37:27.201000+00:00
1561460820,1783784247201,78.28,0.73,buy,2026-07-11 15:37:27.201000+00:00
1561460819,1783784247201,78.28,0.88,buy,2026-07-11 15:37:27.201000+00:00
1561460818,1783784247201,78.28,2.67,buy,2026-07-11 15:37:27.201000+00:00
1561460821,1783784247201,78.28,0.01,buy,2026-07-11 15:37:27.201000+00:00
1561460823,1783784247378,78.27,5.0,sell,2026-07-11 15:37:27.378000+00:00
1561460824,1783784247479,78.28,0.01,buy,2026-07-11 15:37:27.479000+00:00
1561460826,1783784247636,78.28,0.07,buy,2026-07-11 15:37:27.636000+00:00
1561460827,1783784247636,78.28,5.18,buy,2026-07-11 15:37:27.636000+00:00
1561460825,1783784247636,78.28,103.75,buy,2026-07-11 15:37:27.636000+00:00
1561460829,1783784247714,78.28,12.11,buy,2026-07-11 15:37:27.714000+00:00
1561460828,1783784247714,78.28,4.1,buy,2026-07-11 15:37:27.714000+00:00
1561460831,1783784248006,78.28,17.92,buy,2026-07-11 15:37:28.006000+00:00
1561460830,1783784248006,78.28,26.42,buy,2026-07-11 15:37:28.006000+00:00
1561460834,1783784248014,78.28,0.84,buy,2026-07-11 15:37:28.014000+00:00
1561460832,1783784248014,78.28,20.6,buy,2026-07-11 15:37:28.014000+00:00
1561460833,1783784248014,78.28,2.67,buy,2026-07-11 15:37:28.014000+00:00
1561460836,1783784248014,78.28,0.02,buy,2026-07-11 15:37:28.014000+00:00
1561460835,1783784248014,78.28,0.07,buy,2026-07-11 15:37:28.014000+00:00
1561460837,1783784248309,78.29,1.1,buy,2026-07-11 15:37:28.309000+00:00
1561466019,1783784448704,78.16,4.24,buy,2026-07-11 15:40:48.704000+00:00
1561466018,1783784448704,78.16,0.05,buy,2026-07-11 15:40:48.704000+00:00
1561466015,1783784448704,78.16,0.07,buy,2026-07-11 15:40:48.704000+00:00
1561466014,1783784448704,78.16,0.02,buy,2026-07-11 15:40:48.704000+00:00
1561466017,1783784448704,78.16,1.31,buy,2026-07-11 15:40:48.704000+00:00
1561466016,1783784448704,78.16,0.02,buy,2026-07-11 15:40:48.704000+00:00
1561466027,1783784448704,78.16,100.0,buy,2026-07-11 15:40:48.704000+00:00
1561466026,1783784448704,78.16,0.02,buy,2026-07-11 15:40:48.704000+00:00
1561466022,1783784448704,78.16,57.12,buy,2026-07-11 15:40:48.704000+00:00
1561466023,1783784448704,78.16,298.84,buy,2026-07-11 15:40:48.704000+00:00
1561466020,1783784448704,78.16,0.08,buy,2026-07-11 15:40:48.704000+00:00
1561466021,1783784448704,78.16,0.02,buy,2026-07-11 15:40:48.704000+00:00
1561466024,1783784448704,78.16,362.5,buy,2026-07-11 15:40:48.704000+00:00
1561466025,1783784448704,78.16,56.71,buy,2026-07-11 15:40:48.704000+00:00
1561466028,1783784448706,78.16,0.01,buy,2026-07-11 15:40:48.706000+00:00
1561466029,1783784448865,78.17,2.0,buy,2026-07-11 15:40:48.865000+00:00
1561466033,1783784449422,78.16,0.02,sell,2026-07-11 15:40:49.422000+00:00
1561466032,1783784449422,78.16,3.7,sell,2026-07-11 15:40:49.422000+00:00
1561466031,1783784449422,78.16,26.11,sell,2026-07-11 15:40:49.422000+00:00
1561466034,1783784449422,78.16,128.99,sell,2026-07-11 15:40:49.422000+00:00
1561466030,1783784449422,78.16,1.23,sell,2026-07-11 15:40:49.422000+00:00
1561466041,1783784449761,78.17,0.01,buy,2026-07-11 15:40:49.761000+00:00
1561466035,1783784449761,78.17,0.07,buy,2026-07-11 15:40:49.761000+00:00
1561466037,1783784449761,78.17,3.3,buy,2026-07-11 15:40:49.761000+00:00
1561466040,1783784449761,78.17,0.7,buy,2026-07-11 15:40:49.761000+00:00
1561466039,1783784449761,78.17,0.01,buy,2026-07-11 15:40:49.761000+00:00
1561466038,1783784449761,78.17,1.28,buy,2026-07-11 15:40:49.761000+00:00
1561466042,1783784449761,78.17,0.03,buy,2026-07-11 15:40:49.761000+00:00
1561466044,1783784449761,78.17,2.79,buy,2026-07-11 15:40:49.761000+00:00
1561466036,1783784449761,78.17,0.01,buy,2026-07-11 15:40:49.761000+00:00
1561466043,1783784449761,78.17,1.28,buy,2026-07-11 15:40:49.761000+00:00
1561466045,1783784449799,78.18,6.39,buy,2026-07-11 15:40:49.799000+00:00
1561466046,1783784449807,78.18,2.89,buy,2026-07-11 15:40:49.807000+00:00
1561466048,1783784449807,78.18,1.62,buy,2026-07-11 15:40:49.807000+00:00
1561466047,1783784449807,78.18,1.01,buy,2026-07-11 15:40:49.807000+00:00
1561466049,1783784450675,78.18,4.55,buy,2026-07-11 15:40:50.675000+00:00
1561466050,1783784450721,78.18,70.0,buy,2026-07-11 15:40:50.721000+00:00
1561466051,1783784450951,78.17,19.1,sell,2026-07-11 15:40:50.951000+00:00
1561466052,1783784451085,78.17,49.81,sell,2026-07-11 15:40:51.085000+00:00
1561466054,1783784451517,78.18,6.32,buy,2026-07-11 15:40:51.517000+00:00
1561466053,1783784451517,78.18,0.07,buy,2026-07-11 15:40:51.517000+00:00
1561466067,1783784451521,78.18,0.02,buy,2026-07-11 15:40:51.521000+00:00
1561466066,1783784451521,78.18,635.08,buy,2026-07-11 15:40:51.521000+00:00
1561466061,1783784451521,78.18,3.3,buy,2026-07-11 15:40:51.521000+00:00
1561466068,1783784451521,78.18,135.01,buy,2026-07-11 15:40:51.521000+00:00
1561466058,1783784451521,78.18,0.34,buy,2026-07-11 15:40:51.521000+00:00
1561466060,1783784451521,78.18,1.0,buy,2026-07-11 15:40:51.521000+00:00
1561466059,1783784451521,78.18,25.0,buy,2026-07-11 15:40:51.521000+00:00
1561466055,1783784451521,78.18,21.43,buy,2026-07-11 15:40:51.521000+00:00
1561466056,1783784451521,78.18,3.5,buy,2026-07-11 15:40:51.521000+00:00
1561466057,1783784451521,78.18,0.01,buy,2026-07-11 15:40:51.521000+00:00
1561466064,1783784451521,78.18,0.02,buy,2026-07-11 15:40:51.521000+00:00
1561466062,1783784451521,78.18,0.16,buy,2026-07-11 15:40:51.521000+00:00
1561466065,1783784451521,78.18,0.04,buy,2026-07-11 15:40:51.521000+00:00
1561466063,1783784451521,78.18,0.42,buy,2026-07-11 15:40:51.521000+00:00
1561466069,1783784451523,78.18,0.07,buy,2026-07-11 15:40:51.523000+00:00
1561466070,1783784453951,78.19,1.27,buy,2026-07-11 15:40:53.951000+00:00
1561466071,1783784454229,78.19,0.01,buy,2026-07-11 15:40:54.229000+00:00
1561466072,1783784454363,78.19,1.27,buy,2026-07-11 15:40:54.363000+00:00
